Project_ID,Project_Name,Region,Project_Type,Start_Date,Expected_End_Date,Actual_End_Date,Total_Budget,Spent_Budget,Main_Contractor,Project_Manager,Current_Status,Total_Workers,Safety_Incidents,Material_Cost,Labor_Cost,Equipment_Cost,Risk_Level,Is_Green_Building,Client_Name
PRJ-0497,Dự án Dân dụng 497,Miền Nam,Dân dụng,3/6/2018,5/1/2020,5/10/2020,810.51,810.51,Delta,Lê Văn C,Completed,463,0,373.23,164.21,117.88,Medium,FALSE,Phát Đạt
PRJ-0498,Dự án Dân dụng 498,Miền Trung,Dân dụng,1/15/2020,3/31/2022,,758.24,425.7,Delta,Lê Văn C,Suspended,1,5,198.14,97.34,53.77,High,TRUE,Phát Đạt
PRJ-0499,Dự án Thương mại 499,Miền Trung,Thương mại,3/13/2019,12/2/2021,,1463.55,1018.43,Coteccons,Hoàng Thị E,Suspended,3,2,461.77,303.38,137.35,Medium,FALSE,Phát Đạt
PRJ-0500,Dự án Thương mại 500,Miền Nam,Thương mại,7/10/2023,7/9/2024,9/16/2024,77.67,77.67,Delta,Hoàng Thị E,Completed,1796,2,38.65,22.38,10.83,Low,TRUE,VinGroup
PRJ-0501,Dự án Công nghiệp 501,Miền Nam,Công nghiệp,4/4/2020,12/31/2021,3/7/2022,787.38,787.38,Coteccons,Nguyễn Văn A,Completed,1467,4,341.64,158.19,103.3,Medium,TRUE,VinGroup
PRJ-0502,Dự án Công nghiệp 502,Miền Bắc,Công nghiệp,8/8/2019,6/22/2021,,629.77,430.86,Vinaconex,Hoàng Thị E,Suspended,9,0,200.97,99.84,62.76,Low,TRUE,Phát Đạt
PRJ-0503,Dự án Dân dụng 503,Miền Bắc,Dân dụng,9/19/2020,12/9/2021,,385.03,52.76,Coteccons,Trần Thị B,In Progress,984,2,26.31,11.79,5.42,Medium,FALSE,Masterise
PRJ-0504,Dự án Dân dụng 504,Miền Bắc,Dân dụng,4/14/2021,9/3/2023,,565.29,229.33,Hòa Bình,Trần Thị B,Suspended,11,2,101.71,51.94,25.34,Low,TRUE,Masterise
PRJ-0505,Dự án Dân dụng 505,Miền Bắc,Dân dụng,6/4/2021,12/8/2023,,207.99,2.26,Vinaconex,Lê Văn C,Planning,13,0,0.92,0.46,0.24,High,FALSE,VinGroup
PRJ-0506,Dự án Dân dụng 506,Miền Bắc,Dân dụng,11/16/2020,7/6/2023,,179.87,46.06,Ricons,Nguyễn Văn A,Suspended,9,3,22.67,12.09,5.23,Low,FALSE,Nhà nước
PRJ-0507,Dự án Hạ tầng 507,Miền Nam,Hạ tầng,4/15/2020,4/12/2022,,797.44,31.8,Delta,Vũ Văn F,Planning,3,0,14.92,6.96,3.76,High,TRUE,Phát Đạt
PRJ-0508,Dự án Công nghiệp 508,Miền Bắc,Công nghiệp,8/29/2023,8/28/2024,,406.08,220.24,Fecon,Lê Văn C,Suspended,5,1,101.21,51.61,32.3,Medium,FALSE,BIM Group
PRJ-0509,Dự án Dân dụng 509,Miền Trung,Dân dụng,12/4/2019,6/20/2022,,904,465.37,Ricons,Vũ Văn F,Suspended,2,5,192.4,134.96,49.34,Medium,FALSE,Novaland
PRJ-0510,Dự án Dân dụng 510,Miền Nam,Dân dụng,10/11/2024,12/29/2025,,141.65,20.94,Delta,Vũ Văn F,Suspended,16,0,10.43,4.23,3.06,Low,TRUE,Nhà nước
PRJ-0511,Dự án Hạ tầng 511,Miền Nam,Hạ tầng,5/3/2020,4/10/2021,,889.2,334.75,Fecon,Hoàng Thị E,Suspended,7,0,147.04,90.35,35.48,Low,FALSE,VinGroup
PRJ-0512,Dự án Thương mại 512,Miền Trung,Thương mại,10/5/2021,6/23/2023,,261.81,10.72,Conteccons,Phạm Văn D,Planning,7,0,4.88,2.61,1.33,Medium,TRUE,Novaland
PRJ-0513,Dự án Công nghiệp 513,Miền Bắc,Công nghiệp,4/28/2023,11/23/2023,,359.74,235.65,Fecon,Trần Thị B,Suspended,10,2,107.04,66.15,30.76,Low,TRUE,VinGroup
PRJ-0514,Dự án Công nghiệp 514,Miền Trung,Công nghiệp,4/21/2018,7/13/2019,,137.16,111.51,Ricons,Lê Văn C,In Progress,285,0,50.98,25.17,14.51,Medium,TRUE,Novaland
PRJ-0515,Dự án Hạ tầng 515,Miền Trung,Hạ tầng,5/11/2020,4/22/2022,,415.01,158.22,Conteccons,Hoàng Thị E,In Progress,882,4,77.58,43.71,19.72,High,FALSE,Novaland
PRJ-0516,Dự án Hạ tầng 516,Miền Trung,Hạ tầng,12/15/2020,10/12/2022,,1038.45,559.32,Vinaconex,Phạm Văn D,In Progress,585,4,266.71,116.82,71.97,Medium,FALSE,SunGroup
PRJ-0517,Dự án Thương mại 517,Miền Bắc,Thương mại,7/9/2019,10/11/2021,,415.64,116.73,Fecon,Phạm Văn D,In Progress,930,4,56.98,32.13,13.33,Medium,TRUE,SunGroup
PRJ-0518,Dự án Công nghiệp 518,Miền Bắc,Công nghiệp,12/27/2021,5/31/2024,,1119.46,683.28,Ricons,Hoàng Thị E,Suspended,14,2,309.73,138.19,93.63,Low,FALSE,Phát Đạt
PRJ-0519,Dự án Hạ tầng 519,Miền Nam,Hạ tầng,8/13/2019,12/22/2020,,1487.66,214.07,Conteccons,Vũ Văn F,Suspended,11,5,87.38,55.64,21.89,High,TRUE,SunGroup
PRJ-0520,Dự án Công nghiệp 520,Miền Nam,Công nghiệp,3/7/2018,5/5/2020,7/15/2020,1026.46,1026.46,Conteccons,Hoàng Thị E,Completed,1518,4,456.3,296.85,126.42,Medium,TRUE,Masterise
PRJ-0521,Dự án Dân dụng 521,Miền Nam,Dân dụng,1/30/2019,4/9/2021,,546.37,214.95,Coteccons,Lê Văn C,Suspended,17,3,99.09,57,26.79,High,TRUE,Masterise
PRJ-0522,Dự án Hạ tầng 522,Miền Bắc,Hạ tầng,8/4/2019,5/15/2021,,1008,602.9,Vinaconex,Phạm Văn D,In Progress,643,3,244.28,136.52,76.13,High,TRUE,SunGroup
PRJ-0523,Dự án Thương mại 523,Miền Bắc,Thương mại,5/18/2019,3/19/2020,,436.03,52.1,Hòa Bình,Trần Thị B,In Progress,1260,1,24.33,11.5,7.25,Medium,FALSE,BIM Group
PRJ-0524,Dự án Thương mại 524,Miền Nam,Thương mại,2/13/2019,6/3/2020,,108.58,37.89,Delta,Lê Văn C,Suspended,0,4,17.11,10.49,4.84,High,TRUE,VinGroup
PRJ-0525,Dự án Công nghiệp 525,Miền Bắc,Công nghiệp,11/15/2024,6/7/2025,,398.33,41.08,Vinaconex,Trần Thị B,In Progress,1987,3,19.64,10.45,4.63,High,TRUE,Novaland
PRJ-0526,Dự án Thương mại 526,Miền Trung,Thương mại,7/28/2022,8/2/2024,,1017,149.36,Ricons,Phạm Văn D,In Progress,1581,3,73.31,31.51,20.34,Low,TRUE,VinGroup
PRJ-0527,Dự án Dân dụng 527,Miền Bắc,Dân dụng,6/8/2020,6/9/2021,,182.94,7.17,Ricons,Vũ Văn F,Planning,0,0,3.22,2,0.79,High,TRUE,Novaland
PRJ-0528,Dự án Dân dụng 528,Miền Bắc,Dân dụng,2/3/2021,7/27/2022,8/22/2022,110.66,110.66,Vinaconex,Phạm Văn D,Completed,578,2,47.81,23.85,13.43,Medium,TRUE,Masterise
PRJ-0529,Dự án Hạ tầng 529,Miền Nam,Hạ tầng,4/6/2022,6/14/2024,,1444.69,870.95,Ricons,Lê Văn C,In Progress,1398,0,423.84,192.59,93.76,Low,TRUE,Nhà nước
PRJ-0530,Dự án Thương mại 530,Miền Trung,Thương mại,4/27/2019,1/6/2021,,878.4,38.91,Vinaconex,Trần Thị B,Planning,16,0,19.34,11.17,4.86,High,FALSE,VinGroup
PRJ-0531,Dự án Công nghiệp 531,Miền Trung,Công nghiệp,6/14/2019,1/15/2020,,1018.04,25.1,Hòa Bình,Vũ Văn F,Planning,1,0,11.15,7.29,3.06,High,FALSE,Đất Xanh
PRJ-0532,Dự án Dân dụng 532,Miền Bắc,Dân dụng,1/16/2018,11/28/2019,,1081.98,16.27,Conteccons,Hoàng Thị E,Planning,11,0,6.74,4.48,2.25,Medium,TRUE,Đất Xanh
PRJ-0533,Dự án Dân dụng 533,Miền Trung,Dân dụng,10/30/2024,12/10/2025,,364.81,11.27,Hòa Bình,Phạm Văn D,Planning,5,0,5.01,2.66,1.4,Low,FALSE,Nhà nước
PRJ-0534,Dự án Hạ tầng 534,Miền Trung,Hạ tầng,7/7/2020,9/20/2021,,1326.78,1025.75,Fecon,Hoàng Thị E,Suspended,6,4,410.61,222.11,115.96,Medium,FALSE,Novaland
PRJ-0535,Dự án Thương mại 535,Miền Trung,Thương mại,6/11/2018,3/22/2020,,604.39,522.25,Conteccons,Hoàng Thị E,In Progress,468,1,229.6,129.21,63.96,Medium,TRUE,Nhà nước
PRJ-0536,Dự án Công nghiệp 536,Miền Trung,Công nghiệp,6/21/2020,4/23/2021,,511.46,199.29,Fecon,Phạm Văn D,Suspended,2,0,94.27,50.97,27.52,High,FALSE,Novaland
PRJ-0537,Dự án Thương mại 537,Miền Bắc,Thương mại,5/2/2023,12/22/2024,,66.1,38.69,Ricons,Vũ Văn F,In Progress,654,2,17.23,11.46,5.28,Medium,FALSE,Novaland
PRJ-0538,Dự án Dân dụng 538,Miền Nam,Dân dụng,11/19/2021,12/23/2023,,838.75,689.82,Hòa Bình,Hoàng Thị E,Suspended,10,4,304.15,159.34,79.75,Medium,FALSE,Phát Đạt
PRJ-0539,Dự án Hạ tầng 539,Miền Nam,Hạ tầng,11/26/2024,7/2/2027,,775.65,37.56,Delta,Trần Thị B,Planning,10,0,15.36,8.6,4.96,High,FALSE,Novaland
PRJ-0540,Dự án Dân dụng 540,Miền Trung,Dân dụng,6/12/2018,9/30/2019,,1164.69,733.12,Coteccons,Phạm Văn D,Suspended,11,4,320.1,202.4,98.96,High,FALSE,SunGroup
PRJ-0541,Dự án Thương mại 541,Miền Bắc,Thương mại,3/11/2023,8/15/2024,,1386.01,797.66,Coteccons,Hoàng Thị E,In Progress,781,2,365.06,209.22,81.76,Low,FALSE,Phát Đạt
PRJ-0542,Dự án Hạ tầng 542,Miền Bắc,Hạ tầng,7/15/2023,6/7/2025,,198.24,121.54,Fecon,Trần Thị B,In Progress,1210,5,55.69,33.89,17.81,High,TRUE,Phát Đạt
PRJ-0543,Dự án Dân dụng 543,Miền Nam,Dân dụng,7/22/2023,4/11/2024,,1150.83,43.81,Conteccons,Nguyễn Văn A,Planning,5,0,17.59,10.66,6.23,Medium,FALSE,SunGroup
PRJ-0544,Dự án Thương mại 544,Miền Bắc,Thương mại,9/20/2021,1/14/2024,,680.29,21.38,Ricons,Hoàng Thị E,Planning,11,0,9.52,5.55,2.46,High,FALSE,SunGroup
PRJ-0545,Dự án Công nghiệp 545,Miền Nam,Công nghiệp,9/11/2020,3/14/2023,6/1/2023,363.71,363.71,Delta,Hoàng Thị E,Completed,1535,2,150.96,77.62,40.19,Medium,TRUE,Nhà nước
PRJ-0546,Dự án Công nghiệp 546,Miền Nam,Công nghiệp,7/28/2022,2/9/2025,,386.62,332.64,Coteccons,Lê Văn C,In Progress,191,1,152.17,93.22,43.45,Low,TRUE,Nhà nước
PRJ-0547,Dự án Dân dụng 547,Miền Bắc,Dân dụng,9/19/2019,4/4/2021,7/1/2021,968.76,968.76,Ricons,Nguyễn Văn A,Completed,1244,5,474.96,196.73,115.63,Medium,FALSE,Nhà nước
PRJ-0548,Dự án Công nghiệp 548,Miền Trung,Công nghiệp,12/2/2024,3/26/2027,,1449.39,39.29,Ricons,Hoàng Thị E,Planning,9,0,18.63,8.45,4.41,Low,TRUE,Đất Xanh
PRJ-0549,Dự án Công nghiệp 549,Miền Nam,Công nghiệp,3/3/2023,9/28/2025,,961.88,644.7,Vinaconex,Trần Thị B,Suspended,20,0,312.24,130.45,93.36,Low,FALSE,Nhà nước
PRJ-0550,Dự án Dân dụng 550,Miền Nam,Dân dụng,8/2/2019,10/14/2020,,1150.39,51.72,Ricons,Trần Thị B,Planning,12,0,20.9,11.27,6.31,Medium,TRUE,Masterise
PRJ-0551,Dự án Công nghiệp 551,Miền Bắc,Công nghiệp,6/22/2023,1/25/2026,,121.56,89.54,Fecon,Phạm Văn D,Suspended,9,0,41.01,21.46,9.19,Medium,TRUE,SunGroup
PRJ-0552,Dự án Hạ tầng 552,Miền Trung,Hạ tầng,1/22/2018,4/4/2020,,76.23,3.02,Ricons,Nguyễn Văn A,Planning,20,0,1.34,0.63,0.36,Low,TRUE,SunGroup
PRJ-0553,Dự án Công nghiệp 553,Miền Trung,Công nghiệp,4/30/2024,11/9/2025,11/16/2025,1427.09,1427.09,Hòa Bình,Phạm Văn D,Completed,1589,3,613.98,395.34,186.85,Medium,FALSE,Novaland
PRJ-0554,Dự án Thương mại 554,Miền Trung,Thương mại,1/1/2021,3/12/2023,,1087.67,570.19,Fecon,Hoàng Thị E,In Progress,982,0,247.01,167.99,68.92,Low,TRUE,Đất Xanh
PRJ-0555,Dự án Thương mại 555,Miền Bắc,Thương mại,1/16/2022,12/22/2023,,1362.8,40.86,Delta,Nguyễn Văn A,Planning,8,0,18.65,9.2,4.84,High,TRUE,Đất Xanh
PRJ-0556,Dự án Dân dụng 556,Miền Trung,Dân dụng,4/9/2019,2/19/2020,,97.35,47.04,Vinaconex,Vũ Văn F,In Progress,1959,2,19.23,10.45,5.33,Medium,TRUE,VinGroup
PRJ-0557,Dự án Thương mại 557,Miền Bắc,Thương mại,7/21/2022,3/11/2025,4/9/2025,555.89,555.89,Fecon,Phạm Văn D,Completed,1320,1,230.9,132.99,71.65,Medium,FALSE,Novaland
PRJ-0558,Dự án Thương mại 558,Miền Trung,Thương mại,8/16/2018,10/9/2020,,1471.82,226.02,Conteccons,Hoàng Thị E,In Progress,1337,0,94.59,67.67,29.48,Medium,FALSE,VinGroup
PRJ-0559,Dự án Dân dụng 559,Miền Bắc,Dân dụng,8/12/2021,5/25/2023,,243.38,10.86,Hòa Bình,Trần Thị B,Planning,4,0,4.82,3.13,1.15,Medium,FALSE,Nhà nước
PRJ-0560,Dự án Dân dụng 560,Miền Nam,Dân dụng,6/11/2019,1/25/2020,,430.56,20.08,Ricons,Hoàng Thị E,Planning,0,0,8.46,4.92,2.35,High,TRUE,BIM Group
PRJ-0561,Dự án Dân dụng 561,Miền Nam,Dân dụng,4/29/2022,7/20/2023,7/27/2023,739.18,739.18,Ricons,Trần Thị B,Completed,317,0,332.38,151.98,78.87,Low,TRUE,Đất Xanh
PRJ-0562,Dự án Hạ tầng 562,Miền Nam,Hạ tầng,1/23/2018,3/8/2019,,1116.33,294.25,Ricons,Lê Văn C,Suspended,7,0,128.32,65.66,30.36,Low,FALSE,Đất Xanh
PRJ-0563,Dự án Công nghiệp 563,Miền Nam,Công nghiệp,6/14/2022,4/8/2024,,1254.39,60.75,Coteccons,Lê Văn C,Planning,17,0,26.55,15.04,7.38,Low,TRUE,VinGroup
PRJ-0564,Dự án Hạ tầng 564,Miền Bắc,Hạ tầng,7/30/2022,1/8/2024,,1237.48,889.88,Ricons,Lê Văn C,In Progress,1936,2,416.06,262.35,126.89,Medium,TRUE,Masterise
PRJ-0565,Dự án Thương mại 565,Miền Trung,Thương mại,11/4/2024,9/10/2026,,969.61,32.68,Vinaconex,Trần Thị B,Planning,20,0,13.47,9.27,3.35,High,TRUE,Masterise
PRJ-0566,Dự án Công nghiệp 566,Miền Nam,Công nghiệp,3/26/2024,11/6/2024,,400.41,306,Vinaconex,Phạm Văn D,Suspended,17,5,152.7,73.64,43.13,Low,TRUE,Đất Xanh
PRJ-0567,Dự án Thương mại 567,Miền Trung,Thương mại,1/18/2024,10/6/2025,11/21/2025,121.57,121.57,Conteccons,Lê Văn C,Completed,1633,2,60.64,35.28,16.17,High,TRUE,SunGroup
PRJ-0568,Dự án Thương mại 568,Miền Nam,Thương mại,9/22/2022,9/27/2023,,208.52,127.35,Conteccons,Nguyễn Văn A,In Progress,484,4,51.41,27.18,16.16,High,FALSE,Đất Xanh
PRJ-0569,Dự án Dân dụng 569,Miền Nam,Dân dụng,7/20/2020,9/30/2022,,927.99,19.28,Fecon,Trần Thị B,Planning,12,0,9.44,3.92,2.89,High,FALSE,BIM Group
PRJ-0570,Dự án Công nghiệp 570,Miền Trung,Công nghiệp,7/22/2018,3/13/2021,,634.94,8.23,Fecon,Phạm Văn D,Planning,5,0,3.53,2,1.18,Low,TRUE,SunGroup
PRJ-0571,Dự án Dân dụng 571,Miền Nam,Dân dụng,7/3/2023,12/21/2024,,1016.21,688.94,Ricons,Nguyễn Văn A,Suspended,1,2,277.4,175.9,73.93,Medium,TRUE,SunGroup
PRJ-0572,Dự án Dân dụng 572,Miền Trung,Dân dụng,9/1/2021,5/11/2022,,1441.09,760.72,Ricons,Hoàng Thị E,Suspended,8,1,344.12,193.04,98.7,High,FALSE,Masterise
PRJ-0573,Dự án Công nghiệp 573,Miền Trung,Công nghiệp,1/2/2020,8/4/2020,,275.41,233.94,Ricons,Nguyễn Văn A,Suspended,6,5,97.88,68.77,31.82,High,FALSE,VinGroup
PRJ-0574,Dự án Công nghiệp 574,Miền Nam,Công nghiệp,4/21/2023,1/15/2024,2/8/2024,87.83,87.83,Hòa Bình,Hoàng Thị E,Completed,317,4,38.76,20.92,12.4,Low,TRUE,SunGroup
PRJ-0575,Dự án Hạ tầng 575,Miền Nam,Hạ tầng,3/21/2020,11/6/2021,,1038.08,40.55,Fecon,Vũ Văn F,Planning,14,0,20.13,11.07,5.28,Low,FALSE,VinGroup
PRJ-0576,Dự án Hạ tầng 576,Miền Nam,Hạ tầng,10/17/2021,12/28/2023,,691.92,292.1,Fecon,Hoàng Thị E,Suspended,8,0,142.35,60.18,41.43,Low,FALSE,Đất Xanh
PRJ-0577,Dự án Thương mại 577,Miền Bắc,Thương mại,9/22/2022,5/14/2024,,1426.21,513.11,Hòa Bình,Hoàng Thị E,In Progress,1403,5,205.72,123.74,59.39,High,FALSE,VinGroup
PRJ-0578,Dự án Hạ tầng 578,Miền Trung,Hạ tầng,11/23/2024,4/13/2026,,732.21,32.26,Ricons,Phạm Văn D,Planning,15,0,15.34,9.35,3.93,Low,FALSE,Novaland
PRJ-0579,Dự án Hạ tầng 579,Miền Nam,Hạ tầng,3/27/2024,3/6/2025,3/23/2025,324.01,324.01,Vinaconex,Vũ Văn F,Completed,1110,5,143.96,70.23,46,Medium,FALSE,Novaland
PRJ-0580,Dự án Hạ tầng 580,Miền Bắc,Hạ tầng,9/20/2019,7/14/2021,,441.84,203.51,Vinaconex,Trần Thị B,In Progress,1692,4,98.26,59.28,23.66,High,FALSE,BIM Group
PRJ-0581,Dự án Thương mại 581,Miền Trung,Thương mại,5/1/2023,12/29/2024,,886.52,42.03,Delta,Hoàng Thị E,Planning,0,0,18.22,10.34,4.46,High,FALSE,Đất Xanh
PRJ-0582,Dự án Công nghiệp 582,Miền Trung,Công nghiệp,9/3/2021,5/14/2023,,1407.07,949.42,Delta,Hoàng Thị E,Suspended,15,3,424.86,257.31,128.84,Medium,TRUE,Đất Xanh
PRJ-0583,Dự án Hạ tầng 583,Miền Trung,Hạ tầng,1/23/2018,10/30/2018,11/22/2018,1010.28,1010.28,Delta,Trần Thị B,Completed,472,3,446.84,226.12,113.56,Low,FALSE,Phát Đạt
PRJ-0584,Dự án Công nghiệp 584,Miền Nam,Công nghiệp,3/28/2019,2/27/2020,,616.18,361.01,Delta,Vũ Văn F,Suspended,13,0,165.92,73.76,51.82,High,TRUE,Nhà nước
PRJ-0585,Dự án Dân dụng 585,Miền Nam,Dân dụng,12/27/2023,7/25/2024,,1475.38,46.54,Vinaconex,Lê Văn C,Planning,4,0,19.91,11.78,6.05,Low,TRUE,VinGroup
PRJ-0586,Dự án Thương mại 586,Miền Bắc,Thương mại,4/17/2019,12/25/2019,,771.34,590.41,Conteccons,Phạm Văn D,Suspended,6,4,236.91,159.15,65.57,Low,TRUE,BIM Group
PRJ-0587,Dự án Công nghiệp 587,Miền Trung,Công nghiệp,1/26/2023,12/16/2023,,55.69,18.62,Coteccons,Trần Thị B,In Progress,219,5,8.63,5.36,2.31,High,FALSE,Masterise
PRJ-0588,Dự án Hạ tầng 588,Miền Nam,Hạ tầng,3/1/2019,4/13/2020,,358.61,258.93,Conteccons,Hoàng Thị E,In Progress,1020,3,113.47,58.4,33.58,Medium,FALSE,Nhà nước
PRJ-0589,Dự án Hạ tầng 589,Miền Trung,Hạ tầng,3/25/2021,1/23/2022,,151.67,86.77,Ricons,Nguyễn Văn A,Suspended,15,2,37.76,24.68,12.12,Low,TRUE,BIM Group
PRJ-0590,Dự án Dân dụng 590,Miền Trung,Dân dụng,7/27/2024,5/19/2025,8/12/2025,978.89,978.89,Vinaconex,Trần Thị B,Completed,208,1,483.82,252.07,118.31,Low,FALSE,BIM Group
PRJ-0591,Dự án Dân dụng 591,Miền Nam,Dân dụng,9/22/2024,3/22/2025,,1225.02,556.39,Fecon,Trần Thị B,Suspended,13,1,235.5,139.64,65.57,Medium,TRUE,Masterise
PRJ-0592,Dự án Công nghiệp 592,Miền Trung,Công nghiệp,4/6/2019,11/11/2021,,847.95,12.37,Hòa Bình,Nguyễn Văn A,Planning,0,0,5.59,2.61,1.77,High,TRUE,Phát Đạt
PRJ-0593,Dự án Thương mại 593,Miền Bắc,Thương mại,5/11/2021,4/6/2023,,1217.08,28.05,Fecon,Hoàng Thị E,Planning,1,0,12.15,8.39,3.26,High,FALSE,Masterise
PRJ-0594,Dự án Hạ tầng 594,Miền Nam,Hạ tầng,1/20/2021,8/20/2021,,772.13,323.5,Fecon,Vũ Văn F,Suspended,16,3,129.71,66.61,47.88,Medium,TRUE,Đất Xanh
PRJ-0595,Dự án Thương mại 595,Miền Bắc,Thương mại,12/5/2023,7/30/2026,,1053.08,36.61,Fecon,Trần Thị B,Planning,18,0,15.31,8.96,4.82,Low,TRUE,VinGroup
PRJ-0596,Dự án Công nghiệp 596,Miền Bắc,Công nghiệp,3/31/2022,7/1/2024,,963.68,39.44,Hòa Bình,Trần Thị B,Planning,15,0,18.73,8.39,4.35,Medium,FALSE,Nhà nước
PRJ-0597,Dự án Công nghiệp 597,Miền Nam,Công nghiệp,6/18/2023,5/27/2024,,982.36,744.04,Coteccons,Trần Thị B,In Progress,1976,2,312.1,173.96,103.99,Medium,TRUE,Nhà nước
PRJ-0598,Dự án Công nghiệp 598,Miền Nam,Công nghiệp,2/25/2022,3/13/2023,4/29/2023,456.57,456.57,Coteccons,Hoàng Thị E,Completed,1804,4,209.53,111.66,47.5,Medium,TRUE,Novaland
PRJ-0599,Dự án Thương mại 599,Miền Nam,Thương mại,7/10/2023,4/23/2024,,1471.8,681.98,Coteccons,Nguyễn Văn A,In Progress,588,4,329.22,199.69,72.72,Medium,TRUE,Nhà nước
PRJ-0600,Dự án Dân dụng 600,Miền Bắc,Dân dụng,6/18/2019,12/2/2021,,632.05,23.69,Hòa Bình,Lê Văn C,Planning,18,0,11.61,5.23,2.89,Low,FALSE,Novaland
PRJ-0601,Dự án Dân dụng 601,Miền Bắc,Dân dụng,8/2/2022,11/8/2023,,1353.93,469.05,Conteccons,Phạm Văn D,Suspended,17,1,191.57,121.58,68.01,Medium,TRUE,Nhà nước
PRJ-0602,Dự án Thương mại 602,Miền Trung,Thương mại,5/20/2019,9/14/2020,,949.98,270.52,Hòa Bình,Hoàng Thị E,In Progress,1749,3,132.85,66.88,29.22,High,TRUE,VinGroup
PRJ-0603,Dự án Công nghiệp 603,Miền Nam,Công nghiệp,4/4/2021,10/29/2021,,1157.99,888.06,Conteccons,Trần Thị B,In Progress,969,0,423.51,200.9,103.88,High,FALSE,Novaland
PRJ-0604,Dự án Hạ tầng 604,Miền Bắc,Hạ tầng,4/15/2018,9/16/2019,9/21/2019,1394.74,1394.74,Conteccons,Lê Văn C,Completed,1880,0,668.21,347.19,187.82,Low,FALSE,Nhà nước
PRJ-0605,Dự án Dân dụng 605,Miền Nam,Dân dụng,12/17/2018,7/20/2020,,269.41,141.25,Coteccons,Vũ Văn F,Suspended,19,2,65.72,34.45,16.76,Low,FALSE,SunGroup
PRJ-0606,Dự án Hạ tầng 606,Miền Trung,Hạ tầng,3/6/2021,12/17/2022,,1200.73,299.75,Fecon,Phạm Văn D,In Progress,432,4,149.65,88.39,33.16,Medium,FALSE,BIM Group
PRJ-0607,Dự án Hạ tầng 607,Miền Trung,Hạ tầng,3/20/2020,1/4/2022,,779.04,569.72,Delta,Vũ Văn F,In Progress,1040,3,279.9,125.59,76.75,Low,FALSE,Đất Xanh
PRJ-0608,Dự án Thương mại 608,Miền Nam,Thương mại,3/2/2024,10/15/2025,,1043.78,373,Fecon,Lê Văn C,In Progress,409,0,160.91,92.01,53.89,Medium,TRUE,Novaland
PRJ-0609,Dự án Công nghiệp 609,Miền Bắc,Công nghiệp,3/15/2024,8/2/2025,,453.85,239.39,Delta,Phạm Văn D,In Progress,164,5,116.63,59.17,29.39,High,FALSE,Novaland
PRJ-0610,Dự án Thương mại 610,Miền Bắc,Thương mại,2/5/2024,10/3/2024,,1158.17,17.65,Conteccons,Nguyễn Văn A,Planning,9,0,8.58,4.46,2.59,Medium,FALSE,Novaland
PRJ-0611,Dự án Hạ tầng 611,Miền Trung,Hạ tầng,6/23/2018,1/6/2020,,791.17,527.97,Hòa Bình,Lê Văn C,Suspended,19,5,239.88,125.92,76.79,High,TRUE,Novaland
PRJ-0612,Dự án Công nghiệp 612,Miền Bắc,Công nghiệp,7/13/2021,8/29/2022,,628.32,230.24,Hòa Bình,Trần Thị B,In Progress,1641,1,99.4,58.99,24.18,Low,TRUE,Phát Đạt
PRJ-0613,Dự án Công nghiệp 613,Miền Nam,Công nghiệp,12/6/2022,6/26/2023,,1150.09,859.66,Fecon,Vũ Văn F,In Progress,843,3,361.31,254.5,97.22,Medium,FALSE,Novaland
PRJ-0614,Dự án Công nghiệp 614,Miền Trung,Công nghiệp,1/16/2023,3/1/2025,,134.99,40.1,Hòa Bình,Phạm Văn D,Suspended,7,3,19.53,10.44,5.94,Medium,TRUE,Nhà nước
PRJ-0615,Dự án Dân dụng 615,Miền Nam,Dân dụng,8/31/2022,6/3/2024,8/27/2024,679.84,679.84,Hòa Bình,Trần Thị B,Completed,1175,1,271.97,175.12,87.74,High,TRUE,Masterise
PRJ-0616,Dự án Công nghiệp 616,Miền Bắc,Công nghiệp,5/22/2022,11/14/2024,,837.57,137.85,Vinaconex,Nguyễn Văn A,In Progress,181,4,55.38,30.66,18.46,High,FALSE,Nhà nước
PRJ-0617,Dự án Thương mại 617,Miền Nam,Thương mại,9/13/2023,2/28/2025,,1067.18,26.74,Vinaconex,Lê Văn C,Planning,4,0,12.5,7.18,2.95,Medium,FALSE,BIM Group
PRJ-0618,Dự án Công nghiệp 618,Miền Trung,Công nghiệp,8/2/2020,8/27/2021,,654.95,475.04,Delta,Nguyễn Văn A,In Progress,994,5,215.69,106.37,48.4,High,TRUE,Đất Xanh
PRJ-0619,Dự án Hạ tầng 619,Miền Bắc,Hạ tầng,5/15/2024,8/1/2025,,895.55,631.29,Hòa Bình,Phạm Văn D,Suspended,19,3,258.12,164.8,77.69,Medium,TRUE,Phát Đạt
PRJ-0620,Dự án Hạ tầng 620,Miền Trung,Hạ tầng,10/7/2023,11/16/2025,2/11/2026,338.97,338.97,Vinaconex,Vũ Văn F,Completed,1426,4,149.25,83.11,48.58,Medium,FALSE,BIM Group
PRJ-0621,Dự án Dân dụng 621,Miền Trung,Dân dụng,4/1/2021,11/2/2022,12/14/2022,72.29,72.29,Conteccons,Nguyễn Văn A,Completed,907,1,35.26,15.68,7.64,Low,TRUE,Nhà nước
